,title,artist,rank,total_swear,percent_swear
14510,Wkrp In Cincinnati,Steve Carlisle,65,0,0.0
14511,Woah,Lil Baby,15,13,0.03812316715542522
14512,Wobble,V.I.C.,94,2,0.003169572107765452
14513,Wobble Wobble,504 Boyz,17,16,0.04664723032069971
14514,Wockesha,Moneybagg Yo,20,10,0.03048780487804878
14515,Wokeuplikethis*,Playboi Carti Featuring Lil Uzi Vert,79,15,0.047619047619047616
14516,Woman,Doja Cat,7,4,0.016260162601626018
14517,Woman,John Lennon,2,0,0.0
14518,Woman In Chains,Tears For Fears,39,0,0.0
14519,Woman In Love,Barbra Streisand,1,0,0.0
14520,Woman Like Me,Adele,55,0,0.0
14521,Woman To Woman,Jewell,72,3,0.013888888888888888
14522,"Woman, Amen",Dierks Bentley,53,0,0.0
14523,Womanizer,Britney Spears,1,0,0.0
14524,Women,Def Leppard,85,0,0.0
14525,Women,Foreigner,41,0,0.0
14526,"Women Lie, Men Lie",Yo Gotti Featuring Lil Wayne,81,10,0.019762845849802372
14527,Won't Be Late,Swae Lee Featuring Drake,75,0,0.0
14528,Won't Go Home Without You,Maroon 5,48,0,0.0
14529,Won't Talk About It,Beats International,76,0,0.0
14530,Wonder,Natalie Merchant,21,0,0.0
14531,Wonder,Shawn Mendes,22,0,0.0
14532,Wonderful,Adam Ant,40,0,0.0
14533,Wonderful,Everclear,11,0,0.0
14534,Wonderful,Ja Rule Featuring R. Kelly & Ashanti,5,8,0.02056555269922879
14535,Wonderful Christmastime,Paul McCartney,28,0,0.0
14536,Wondering Where The Lions Are,Bruce Cockburn,21,0,0.0
14537,Wondering Why,The Red Clay Strays,93,0,0.0
14538,Wonderland,Big Country,86,0,0.0
14539,Wonderland,Commodores,25,1,0.01098901098901099
14540,Wonderland,Taylor Swift,51,0,0.0
14541,Wonderwall,Oasis,12,0,0.0
14542,Woo Baby,Pop Smoke Featuring Chris Brown,64,13,0.04887218045112782
14543,Woo-Hah!! Got You All In Check/Everything Remains Raw,Busta Rhymes,8,0,0.0
14544,Wood Beez (Pray Like Aretha Franklin),Scritti Politti,91,0,0.0
14545,Woods,Mac Miller,75,0,0.0
14546,Woof Woof,69 Boyz,31,0,0.0
14547,Woohoo,Christina Aguilera Featuring Nicki Minaj,79,1,0.0026109660574412533
14548,Wop,J. Dash,55,0,0.0
14549,Word Crimes,"""Weird Al"" Yankovic",91,0,0.0
14550,Word Is Bond,Brand Nubian,94,3,0.006237006237006237
14551,Word Of Mouth,Mike + The Mechanics,78,0,0.0
14552,Word To The Badd!!,Jermaine Jackson,78,0,0.0
14553,Word Up,Cameo,6,0,0.0
14554,Wordplay,Jason Mraz,81,0,0.0
14555,Words,F.R. David,65,0,0.0
14556,Words,Missing Persons,43,0,0.0
14557,Words Get In The Way,Miami Sound Machine,8,0,0.0
14558,Words I Never Said,Lupe Fiasco Featuring Skylar Grey,89,2,0.006896551724137931
14559,Work,Iggy Azalea,54,14,0.04844290657439446
14560,Work,Rihanna Featuring Drake,1,0,0.0
14561,Work B**ch!,Britney Spears,12,0,0.0
14562,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,4,0,0.0
14563,"Work Hard, Play Hard",Wiz Khalifa,29,12,0.03592814371257485
14564,Work In Progress,Alan Jackson,35,0,0.0
14565,Work Out,J. Cole,13,3,0.008771929824561403
14566,Work That,Mary J. Blige,65,0,0.0
14567,Work That Body,Diana Ross,44,0,0.0
14568,Work To Do,Vanessa Williams,54,0,0.0
14569,Worker Man,Patra,53,0,0.0
14570,Workin' For A Livin',Huey Lewis & The News,41,1,0.00819672131147541
14571,Working Class Hero,Green Day,53,2,0.015384615384615385
14572,Working Class Man,Jimmy Barnes,74,0,0.0
14573,Working For The Weekend,Loverboy,29,0,0.0
14574,Working In The Coal Mine,Devo,44,0,0.0
14575,"Working My Way Back To You/Forgive Me, Girl",The Spinners,5,0,0.0
14576,Working On It,Chris Rea,73,0,0.0
14577,World (The Price Of Love),New Order,94,0,0.0
14578,World In My Eyes,Depeche Mode,52,0,0.0
14579,World On Fire,Nate Smith,48,0,0.0
14580,World Shut Your Mouth,Julian Cope,90,0,0.0
14581,World Where You Live,Crowded House,65,0,0.0
14582,World Wide Suicide,Pearl Jam,41,1,0.006711409395973154
14583,World's Smallest Violin,AJR,91,2,0.010101010101010102
14584,Worldwide Beautiful,Kane Brown,100,0,0.0
14585,Worst Behavior,Drake,93,34,0.10240963855421686
14586,Worst Day,Future,34,2,0.005865102639296188
14587,Worth It,Fifth Harmony Featuring Kid Ink,12,0,0.0
14588,Worth It,YK Osiris,48,0,0.0
14589,Wot's It To Ya,Robbie Nevil,10,0,0.0
14590,Would I Lie To You?,Charles & Eddie,15,0,0.0
14591,Would I Lie To You?,Eurythmics,6,0,0.0
14592,Would You Go With Me,Josh Turner,44,0,0.0
14593,"Would've, Could've, Should've",Taylor Swift,20,3,0.01327433628318584
14594,Wouldn't Get Far,The Game Featuring Kanye West,64,27,0.0678391959798995
14595,Wouldn't It Be Good,Nik Kershaw,46,0,0.0
14596,Wouldn't Leave,Kanye West Featuring PARTYNEXTDOOR,92,3,0.014423076923076924
14597,Wow.,Post Malone,2,2,0.00881057268722467
14598,Wrack My Brain,Ringo Starr,38,0,0.0
14599,Wrap Her Up,Elton John,20,0,0.0
14600,Wrap It Up,The Fabulous Thunderbirds,50,0,0.0
14601,Wrap My Body Tight,Johnny Gill,86,0,0.0
14602,Wrapped,George Strait,71,0,0.0
14603,Wrapped Around,Brad Paisley,35,0,0.0
14604,Wrapped Around Your Finger,Post Malone,47,3,0.013215859030837005
14605,Wrapped Around Your Finger,The Police,8,0,0.0
14606,Wrapped Up In You,Garth Brooks,46,0,0.0
14607,Wreckage,Nate Smith,96,3,0.02608695652173913
14608,Wrecking Ball,Miley Cyrus,1,0,0.0
14609,Write This Down,George Strait,27,0,0.0
14610,Writing On The Wall,"French Montana Featuring Post Malone, Cardi B & Rvssian",56,8,0.023323615160349854
14611,Writing's On The Wall,Sam Smith,71,0,0.0
14612,Written In The Sand,Old Dominion,51,1,0.00909090909090909
14613,Written In The Stars,Tinie Tempah Featuring Eric Turner,13,4,0.01606425702811245
14614,Written On Ya Kitten,Naughty By Nature,95,3,0.009230769230769232
14615,Wrong,Everything But The Girl,68,0,0.0
14616,Wrong Again,Martina McBride,45,0,0.0
14617,Wrong Baby Wrong,Martina McBride,74,0,0.0
14618,Wrong Impression,Natalie Imbruglia,64,0,0.0
14619,Wrong Night,Reba,52,0,0.0
14620,Wu-Tang Forever,Drake,52,16,0.061068702290076333
14621,Wunna,Gunna,57,11,0.02178217821782178
14622,Wyclef Jean,Young Thug,87,17,0.03917050691244239
14623,"Wynken, Blynken And Nod",The Doobie Brothers,76,0,0.0
14624,X,Chris Brown,98,2,0.008771929824561403
14625,X,Lil Uzi Vert,81,0,0.0
14626,X,"ScHoolboy Q, 2 Chainz & Saudi",55,32,0.06708595387840671
14627,X,Xzibit,78,10,0.021929824561403508
14628,X Gon' Give It To Ya,DMX,46,12,0.032
14629,X Si Volvemos,Karol G x Romeo Santos,48,0,0.0
14630,X Ultima Vez,Daddy Yankee & Bad Bunny,73,1,0.0025188916876574307
14631,X2,Lil Uzi Vert,53,25,0.0641025641025641
14632,XO,Beyonce,46,0,0.0
14633,XO,John Mayer,90,0,0.0
14634,XO TOUR Llif3,Lil Uzi Vert,7,0,0.0
14635,XXL,DaBaby,69,35,0.0847457627118644
14636,XXX.,Kendrick Lamar Featuring U2,56,5,0.015432098765432098
14637,XanaX Damage,Future,98,0,0.0
14638,Xanadu,Olivia Newton-John/Electric Light Orchestra,8,0,0.0
14639,Xanny,Billie Eilish,35,0,0.0
14640,Y Lloro,Junior H,97,0,0.0
14641,Y.U. Mad,Birdman Featuring Nicki Minaj & Lil Wayne,68,12,0.05405405405405406
14642,YAHHH!,Soulja Boy Tell'em Featuring Arab,52,0,0.0
14643,YaYa,6ix9ine,99,0,0.0
14644,Yah Mo B There,James Ingram With Michael McDonald,19,0,0.0
14645,Yah.,Kendrick Lamar,65,4,0.024390243902439025
14646,Yandel 150,Yandel & Feid,72,0,0.0
14647,Yankee Rose,David Lee Roth,16,0,0.0
14648,Ye vs The People,Kanye West Featuring T.I.,85,16,0.050156739811912224
14649,Yea Yea,Pop Smoke,43,4,0.0111731843575419
14650,Yeah,Joe Nichols,42,0,0.0
14651,Yeah 3X,Chris Brown,15,1,0.0037593984962406013
14652,Yeah Boy,Kelsea Ballerini,66,0,0.0
14653,Yeah Ya Know (Takers),T.I.,44,6,0.012711864406779662
14654,Yeah Yeah U Know It,Keith Murray Featuring Def Squad,99,5,0.017361111111111112
14655,Yeah!,Usher Featuring Lil Jon & Ludacris,1,1,0.002506265664160401
14656,Year 3000,Jonas Brothers,40,0,0.0
14657,Yearning For Your Love,The Gap Band,62,0,0.0
14658,Years,Wayne Newton,40,0,0.0
14659,Years From Now,Dr. Hook,51,0,0.0
14660,Yebba's Heartbreak,Drake & Yebba,76,0,0.0
14661,Yee Haw,Jake Owen,86,2,0.01694915254237288
14662,Yellow,Coldplay,48,0,0.0
14663,Yellow Flicker Beat,Lorde,34,0,0.0
14664,Yellow Hearts,Ant Saunders,81,0,0.0
14665,Yes Indeed,Lil Baby & Drake,6,3,0.013157894736842105
14666,Yes Or No,Go-Go's,84,0,0.0
14667,Yes!,Chad Brock,22,0,0.0
14668,"Yes, I'm Ready",Teri DeSario With K.C.,2,0,0.0
14669,Yessirskiii,Lil Uzi Vert & 21 Savage,26,19,0.04139433551198257
14670,Yesterday,Debelah Morgan,56,1,0.00847457627118644
14671,Yesterday Once More/Nothing Remains The Same,The Spinners,52,0,0.0
14672,Yesterday's Songs,Neil Diamond,11,0,0.0
14673,Yesterdays,Guns N' Roses,72,0,0.0
14674,Yet To Come,BTS,68,0,0.0
14675,Yikes,Kanye West,40,16,0.06694560669456066
14676,Yikes,Nicki Minaj,81,15,0.05660377358490566
14677,Yo (Excuse Me Miss),Chris Brown,7,0,0.0
14678,Yo Little Brother,Nolan Thomas,57,0,0.0
14679,Yo No Se,Pajama Party,75,0,0.0
14680,Yo No Soy Celoso,Bad Bunny,22,0,0.0
14681,Yo Perreo Sola,Bad Bunny,53,0,0.0
14682,Yoga,Janelle Monae & Jidenna,82,0,0.0
14683,Yonaguni,Bad Bunny,10,0,0.0
14684,Yosemite,Travis Scott,25,0,0.0
14685,You,Bonnie Raitt,94,0,0.0
14686,You,Candlebox,84,2,0.010582010582010581
14687,You,Chris Young,34,0,0.0
14688,You,Dan + Shay,87,0,0.0
14689,You,"Earth, Wind & Fire",48,0,0.0
14690,You,Jacquees,58,5,0.03289473684210526
14691,You,Jesse Powell,11,0,0.0
14692,You,Lloyd Featuring Lil Wayne,9,1,0.0031446540880503146
14693,You,Monifah,32,0,0.0
14694,You,Ryan Duarte,81,0,0.0
14695,You & I,One Direction,68,0,0.0
14696,You & I (Nobody In The World),John Legend,66,0,0.0
14697,You & Me,Marc E. Bassy Featuring G-Eazy,61,3,0.02158273381294964
14698,You Ain't Got Nuthin,Lil Wayne Featuring Juelz Santana & Fabolous,81,27,0.04745166959578207
14699,You Ain't Seen Nothing Yet,Figures On A Beach,70,0,0.0
14700,You All Over Me (Taylor's Version) (From The Vault),Taylor Swift Featuring Maren Morris,51,0,0.0
14701,You And  I / You And I,Glee Cast,69,0,0.0
14702,You And I,Eddie Rabbitt With Crystal Gayle,7,0,0.0
14703,You And I,Lady Gaga,8,0,0.0
14704,You And Me,Lifehouse,6,0,0.0
14705,You And Me,Rockie Robbins,80,0,0.0
14706,You And Tequila,Kenny Chesney Featuring Grace Potter,33,1,0.009708737864077669
14707,You And Your Friends,Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,88,1,0.004784688995215311
14708,You And Your Heart,Jack Johnson,20,0,0.0
14709,You Are,Lionel Richie,4,0,0.0
14710,You Are Everything,Dru Hill,84,11,0.04150943396226415
14711,You Are Forever,Smokey Robinson,59,0,0.0
14712,You Are In My System,Robert Palmer,82,0,0.0
14713,You Are In My System,The System,64,0,0.0
14714,You Are My Everything,Surface,87,0,0.0
14715,You Are My Heaven,Roberta Flack With Donny Hathaway,59,0,0.0
14716,You Are My Lady,Freddie Jackson,12,0,0.0
14717,You Are Not Alone,Michael Jackson,1,0,0.0
14718,You Are The Girl,The Cars,17,0,0.0
14719,You Are The One,Chris Cuevas,58,0,0.0
14720,You Be Killin Em,Fabolous,64,1,0.0035460992907801418
14721,You Belong To Me,The Doobie Brothers,79,0,0.0
14722,You Belong To The City,Glenn Frey,2,0,0.0
14723,You Belong With Me,Taylor Swift,3,0,0.0
14724,You Belong With Me (Taylor's Version),Taylor Swift,75,0,0.0
14725,You Better Dance,The Jets,59,0,0.0
14726,You Better Run,Pat Benatar,42,0,0.0
14727,You Better Wait,Steve Perry,29,0,0.0
14728,You Better You Bet,The Who,18,0,0.0
14729,You Bring Me Up,K-Ci & JoJo,26,2,0.0064516129032258064
14730,You Broke Me First.,Tate McRae,17,2,0.014492753623188406
14731,You Broke My Heart,Drake,11,41,0.128125
14732,You Broke Up With Me,Walker Hayes,62,0,0.0
14733,You Came,Kim Wilde,41,0,0.0
14734,You Can,Madleen Kane,79,0,0.0
14735,You Can Call Me Al,Paul Simon,23,0,0.0
14736,You Can Call Me Blue,Michael Johnson,86,0,0.0
14737,You Can Do It,Ice Cube Featuring Mack 10 & Ms. Toi,35,34,0.07456140350877193
14738,You Can Do Magic,America,8,0,0.0
14739,You Can Get It All,Bow Wow Featuring Johnta Austin,56,0,0.0
14740,You Can Make History (Young Again),Elton John,70,0,0.0
14741,You Can't Deny It,Lisa Stansfield,14,0,0.0
14742,You Can't Get Away,Shana,82,0,0.0
14743,You Can't Get What You Want,Joe Jackson,15,0,0.0
14744,You Can't Hide Beautiful,Aaron Lines,39,0,0.0
14745,You Can't Hurry Love,Phil Collins,10,0,0.0
14746,You Can't Play With My Yo-Yo,Yo-Yo Featuring Ice Cube,37,0,0.0
14747,You Can't Run From Love,Eddie Rabbitt,56,0,0.0
14748,You Can't Stop The Beat,Cast Of Hairspray,88,1,0.002207505518763797
14749,You Can't Stop The Beat,Glee Cast,67,0,0.0
14750,You Can't Take The Honky Tonk Out Of The Girl,Brooks & Dunn,39,0,0.0
14751,You Changed Me,Jamie Foxx Featuring Chris Brown,93,4,0.010899182561307902
14752,You Complete Me,Keyshia Cole,62,0,0.0
14753,You Could Be Mine,Guns N' Roses,29,3,0.018404907975460124
14754,You Could Have Been With Me,Sheena Easton,15,0,0.0
14755,You Could Take My Heart Away,Silver Condor,32,0,0.0
14756,You Da Baddest,Future Featuring Nicki Minaj,38,40,0.11730205278592376
14757,You Da One,Rihanna,14,0,0.0
14758,You Didn't,Brett Young,72,0,0.0
14759,You Don't Believe,The Alan Parsons Project,54,0,0.0
14760,You Don't Belong,Daughtry,95,0,0.0
14761,You Don't Have To Cry,Rene & Angela,75,0,0.0
14762,You Don't Have To Go Home Tonight,The Triplets,14,0,0.0
14763,You Don't Have To Hurt No More,Mint Condition,32,0,0.0
14764,You Don't Have To Love Me,Monifah,82,0,0.0
14765,You Don't Have To Worry,Mary J. Blige,66,0,0.0
14766,You Don't Know,"Eminem, 50 Cent, Lloyd Banks & Ca$his",12,5,0.013020833333333334
14767,You Don't Know,Scarlett & Black,23,0,0.0
14768,You Don't Know Her Like I Do,Brantley Gilbert,49,0,0.0
14769,You Don't Know How It Feels,Tom Petty,13,1,0.010416666666666666
14770,You Don't Know Me,Mickey Gilley,55,1,0.01
14771,You Don't Know Me,Summer Walker,50,3,0.026785714285714284
14772,You Don't Know My Name,Alicia Keys,4,1,0.0025974025974025974
14773,You Don't Know Nothin',For Real,88,0,0.0
14774,"You Don't Love Me (No, No, No)",Dawn Penn,63,0,0.0
14775,You Don't Own Me,Grace Featuring G-Eazy,57,2,0.012195121951219513
14776,You Don't Want Me Anymore,Steel Breeze,16,0,0.0
14777,You Dropped A Bomb On Me,The Gap Band,31,0,0.0
14778,You Found Me,The Fray,7,0,0.0
14779,You Get What You Give,New Radicals,36,2,0.00980392156862745
14780,You Gets No Love,Faith Evans,42,0,0.0
14781,You Give Good Love,Whitney Houston,4,0,0.0
14782,You Give Love A Bad Name,Blake Lewis,18,1,0.006756756756756757
14783,You Give Love A Bad Name,Bon Jovi,2,1,0.005988023952095809
14784,You Gon' Learn,"Eminem Featuring Royce da 5'9"" & White Gold",52,20,0.042826552462526764
14785,You Gonna Fly,Keith Urban,54,0,0.0
14786,You Got It,Roy Orbison,12,0,0.0
14787,You Got It,VEDO,77,5,0.022026431718061675
14788,You Got It (The Right Stuff),New Kids On The Block,3,0,0.0
14789,You Got It All,The Jets,5,0,0.0
14790,You Got Lucky,Tom Petty And The Heartbreakers,20,0,0.0
14791,You Got Me,The Roots Featuring Erykah Badu,39,3,0.008403361344537815
14792,You Got The Power,War,66,0,0.0
14793,You Gotta Be,Des'ree,6,0,0.0
14794,You Gotta Believe,Marky Mark & The Funky Bunch,49,0,0.0
14795,You Gotta Love Someone,Elton John,43,0,0.0
14796,You Had Me From Hello,Kenny Chesney,34,7,0.07216494845360824
14797,You Have Placed A Chill In My Heart,Eurythmics,65,0,0.0
14798,You Have The Right To Remain Silent,Perfect Stranger,61,0,0.0
14799,You Keep Me Hangin' On,Kim Wilde,1,0,0.0
14800,You Keep Runnin' Away,38 Special,38,0,0.0
14801,You Know How We Do It,Ice Cube,30,4,0.013513513513513514
14802,You Know I Love You ... Don't You?,Howard Jones,17,0,0.0
14803,You Know I'm No Good,Amy Winehouse,77,0,0.0
14804,You Know My Name,Chris Cornell,79,0,0.0
14805,You Know My Steez,Gang Starr,76,7,0.01580135440180587
14806,You Know That I Love You,Donell Jones,54,0,0.0
14807,You Know That I Love You,Santana,36,0,0.0
14808,You Know What It Is,T.I. Featuring Wyclef Jean,34,4,0.007736943907156673
14809,You Know What To Do,Carly Simon,87,0,0.0
14810,You Know You Like It,DJ Snake & AlunaGeorge,13,1,0.006993006993006993
14811,You Know You're Right,Nirvana,45,0,0.0
14812,You Learn/You Oughta Know,Alanis Morissette,8,0,0.0
14813,You Let Your Heart Go Too Fast,Spin Doctors,42,0,0.0
14814,You Lie,The Band Perry,42,0,0.0
14815,You Lied To Me,Cathy Dennis,32,0,0.0
14816,You Light Up My Life,LeAnn Rimes,34,0,0.0
14817,You Like Me Don't You,Jermaine Jackson,50,2,0.008333333333333333
14818,You Look Good,Lady Antebellum,65,0,0.0
14819,You Look Good In My Shirt,Keith Urban,44,0,0.0
14820,You Look Like I Need A Drink,Justin Moore,79,0,0.0
14821,You Look Marvelous,Billy Crystal,61,0,0.0
14822,You Make It Easy,Jason Aldean,29,0,0.0
14823,You Make Me,Avicii,85,0,0.0
14824,You Make Me Feel (Mighty Real),Jimmy Somerville,87,0,0.0
14825,You Make Me Feel...,Cobra Starship Featuring Sabi,8,0,0.0
14826,You Make Me Sick,P!nk,33,2,0.006134969325153374
14827,You Make Me Wanna...,Usher,2,0,0.0
14828,You Make Me Work,Cameo,85,0,0.0
14829,You Make My Heart Beat Faster,Kim Carnes,57,0,0.0
14830,You May Be Right,Billy Joel,7,0,0.0
14831,You Mean The World To Me,Toni Braxton,7,0,0.0
14832,You Might Need Somebody,Turley Richards,54,0,0.0
14833,You Might Think,The Cars,7,0,0.0
14834,"You Must Love Me (From ""Evita"")",Madonna,18,0,0.0
14835,You Need To Calm Down,Taylor Swift,12,1,0.005291005291005291
14836,You Only Have To Say You Love Me,Hannah Jones,65,0,0.0
14837,You Only Live Twice,Drake Featuring Lil Wayne & Rick Ross,83,8,0.023529411764705882
14838,You Owe Me,NAS Featuring Ginuwine,59,0,0.0
14839,You Proof,Morgan Wallen,5,0,0.0
14840,You Put A Move On My Heart,Quincy Jones Introducing Tamia,98,0,0.0
14841,You Put The Beat In My Heart,Eddie Rabbitt,81,0,0.0
14842,You Raise Me Up,Josh Groban,73,0,0.0
14843,You Raise Me Up,Josh Groban & The African Children's Choir,78,0,0.0
14844,"You Remind Me (From ""Strictly Business"")",Mary J. Blige,29,0,0.0
14845,You Remind Me Of Something,R. Kelly,4,0,0.0
14846,You Right,Doja Cat & The Weeknd,13,3,0.014925373134328358
14847,You Rock My World,Michael Jackson,10,0,0.0
14848,You Said,Mona Lisa,83,0,0.0
14849,You Sang To Me,Marc Anthony,2,0,0.0
14850,You Save Me,Kenny Chesney,42,0,0.0
14851,You Saved My Soul,Burton Cummings,37,0,0.0
14852,You Say,Lauren Daigle,29,0,0.0
14853,You Send Me,The Manhattans,81,0,0.0
14854,You Shook Me All Night Long,AC/DC,36,1,0.008547008547008548
14855,You Should Be Here,Cole Swindell,31,0,0.0
14856,You Should Be Mine (Don't Waste Your Time),Brian McKnight Featuring Mase,17,0,0.0
14857,You Should Be Mine (The Woo Woo Song),Jeffrey Osborne,14,0,0.0
14858,You Should Be Sad,Halsey,26,1,0.005154639175257732
14859,You Should Hear How She Talks About You,Melissa Manchester,5,0,0.0
14860,You Should Probably Leave,Chris Stapleton,28,0,0.0
14861,You Should See Me In A Crown,Billie Eilish,41,0,0.0
14862,You Should've Told Me,Kelly Price,64,0,0.0
14863,You Shouldn't Kiss Me Like This,Toby Keith,32,0,0.0
14864,You Showed Me,Salt-N-Pepa,47,2,0.01
14865,You Sound Good To Me,Lucy Hale,88,0,0.0
14866,You Spin Me Round (Like A Record),Dead Or Alive,11,0,0.0
14867,You Stay,"DJ Khaled Featuring Meek Mill, J Balvin, Lil Baby & Jeremih",67,2,0.005420054200542005
14868,You Still Touch Me,Sting,60,0,0.0
14869,You Suck,The Murmurs,89,3,0.038461538461538464
14870,You Take Me Up,Thompson Twins,45,0,0.0
14871,You The Boss,Rick Ross Featuring Nicki Minaj,62,1,0.0030211480362537764
14872,You Think You Know Her,Cause And Effect,38,0,0.0
14873,You Time,Scotty McCreery,63,0,0.0
14874,You Used To Love Me,Faith Evans,24,0,0.0
14875,You Walked In,Lonestar,93,0,0.0
14876,You Want This/70's Love Groove,Janet Jackson,8,0,0.0
14877,You Was Right,Lil Uzi Vert,40,3,0.011194029850746268
14878,You Wear It Well,El DeBarge With DeBarge,46,0,0.0
14879,You Were Made For Me,Irene Cara,80,0,0.0
14880,You Were Mine,Dixie Chicks,34,0,0.0
14881,You Will Know,Stevie Wonder,78,0,0.0
14882,You Win Again,Bee Gees,76,0,0.0
14883,You Won't Be Lonely Now,Billy Ray Cyrus,80,0,0.0
14884,You Won't Ever Be Lonely,Andy Griggs,28,0,0.0
14885,You Won't Forget Me,La Bouche,48,0,0.0
14886,You Won't See Me Cry,Wilson Phillips,20,0,0.0
14887,You'll Accomp'ny Me,Bob Seger & The Silver Bullet Band,14,0,0.0
14888,You'll Always Be Loved By Me,Brooks & Dunn,55,0,0.0
14889,You'll Always Find Your Way Back Home,Hannah Montana,87,5,0.02032520325203252
14890,You'll Be In My Heart,Phil Collins,21,0,0.0
14891,You'll Be Mine (Party Time),Gloria Estefan,70,0,0.0
